ID,Consultant,DateRetrieved,DatePublished,Job_title,Company,R,SAS,SPSS,Python,MAtlab,Scala,C.,MS_Word,Ms_Excel,OLE_DB,Ms_Access,Ms_PowerPoint,Spreadsheets,Data_visualization,Presentation_Skills,Communication,BigData,Data_warehouse,cloud_storage,Google_Cloud,AWS,Machine_Learning,Deep_Learning,Computer_vision,Java,C..,C,Linux_Unix,SQL,NoSQL,RDBMS,Oracle,MySQL,PHP,Flash_Actionscript,SPL,web_design_and_development_tools,Wordpress,AI,Natural_Language_Processing.NLP.,Microsoft_Power_BI,Google_Analytics,graphics_and_design_skills,Data_marketing,SEO,Content_Management,Tableau,D3,Alteryx,KNIME,Spotfire,Spark,S3,Redshift,DigitalOcean,Javascript,Kafka,Storm,Bash,Hadoop,Data_Pipelines,MPP_Platforms,Qlik,Pig,Hive,Tensorflow,Map_Reduce,Impala,Solr,Teradata,MongoDB,Elasticsearch,YOLO,agile_execution,Data_management,pyspark,Data_mining,Data_science,Web_Analytic_tools,IOT,Numerical_Analysis,Economic,Finance_Knowledge,Investment_Knowledge,Problem_Solving,Korean_language,Bash_Linux_Scripting,Knowledge_in,Experience,City,Location,Educational_qualifications,Salary,Team_Handling,Debtor_reconcilation,Payroll_management,Bayesian,Optimization,Bahasa_Malaysia,English_proficiency,URL,Search_Term,Job_Titles,Job_Category,Minimum_Years_of_experience,Experience_Category,Job_Country,Edu_Category
66,Thimani,11/8/2020,2/8/2020,Senior Database Developer/Administrator,"Nuro Retention, Inc",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Postgres,NA,Chicago,USA,"College degrees and certifications are awesome, but not essential",$97K-$120K,0,0,0,0,0,0,NA,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=&locT=N&locId=1&jobType=&context=Jobs&sc.keyword=Data+Science&dropdown=0,Data Scientists jobs in USA,senior database developer administrator,Unimportant,NA,Two or less years,United States,Some Degree
67,Thimani,11/8/2020,14/7/2020,Data Engineer,"Kensho Technologies, Inc",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"project management,PostgreSQL, Airflow, Develop and administer databases,various ETL techniques,",5+,Washington,USA,NA,$109K-$191K,0,0,0,0,0,0,NA,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=&locT=N&locId=1&jobType=&context=Jobs&sc.keyword=Data+Science&dropdown=0,Data Scientists jobs in USA,data engineer,Data Engineering,NA,Two or less years,United States,NA
68,Thimani,11/8/2020,25/7/2020,Data Scientist Architect,"Sullivan, Cotter and Associates, Inc",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,10+,Minneapolis,USA,"Bachelor’s degree in business, IT, mathematics, statistics or relevant degree program.",$80K-$136K,0,0,0,0,0,0,NA,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=&locT=N&locId=1&jobType=&context=Jobs&sc.keyword=Data+Science&dropdown=0,Data Scientists jobs in USA,data scientist architect,Data Science,10,More than 5 and less than 10 years,United States,Min_Bsc
69,Thimani,11/8/2020,31/7/2020,Senior Product Analyst,Jagex Limited,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Statistical Modelling & Data Cleansing Techniques,regressions, survival analysis, classification, forecasting, and clustering",NA,Cambridge,GB,NA,Competitive,0,0,0,0,0,0,NA,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=&locT=N&locId=2&jobType=&context=Jobs&sc.keyword=Data+Science&dropdown=0,Data Scientists jobs in UK,senior product analyst,Data Analyst,NA,Two or less years,United Kingdom,NA
70,Thimani,12/8/2020,11/8/2020,Marketing insights data analyst,Yellow Pages,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,Toronto,Canada,"University degree in Maths/Stats, business, marketing, computer science",$24k-$164k,0,0,0,0,0,0,NA,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=&locT=N&locId=3&jobType=&context=Jobs&sc.keyword=data+science&dropdown=0,Data science jobs in canada,marketing insights data analyst,Data Analyst,NA,Two or less years,Canada,Some Degree
71,Thimani,12/8/2020,28/7/2020,Data Analyst,"American Iron & Metal Company, Inc",1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"operation and supply chain, business intelligence and data management",2+,Montreal,Canada,"Bachelor’s degree in Business, Engineering, Computer Science, Supply Chain Management, Statistics, Mathematics, or related field",NA,0,0,0,0,0,0,NA,"https://www.glassdoor.com/Job/canada-data-science-jobs-SRCH_IL.0,6_IN3_KO7,19_IP2.htm",Data science jobs in canada,data analyst,Data Analyst,2,Two or less years,Canada,Min_Bsc
72,Thimani,12/8/2020,10/8/2020,Data Analyst,FCS Careers Pte. Ltd.,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3+,NA,Singapore,"Degree in Mathematics, Statistics or a relevant discipline;",NA,0,0,0,0,0,0,NA,"https://www.glassdoor.com/Job/singapore-data-science-jobs-SRCH_IL.0,9_IC3235921_KO10,22_IP2.htm",Data science jobs in Singapore,data analyst,Data Analyst,3,More than 2 and less than 5 years,Singapore,Some Degree
73,Thimani,12/8/2020,24/7/2020,Data Scientist,"DHI, INC",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"time series, image processing and video analytics",2-5,NA,Singapore,"MS or PhD in Applied Mathematics, Data Science, Computer Science, Engineering",NA,0,0,0,0,0,0,NA,"https://www.glassdoor.com/Job/singapore-data-science-jobs-SRCH_IL.0,9_IC3235921_KO10,22_IP2.htm",Data science jobs in Singapore,data scientist,Data Science,2,Two or less years,Singapore,Min_Master
74,Thimani,12/8/2020,31/7/2020,Data Scientist,U3 Infotech Pte Ltd,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,4+,NA,Singapore,"PhD, Master’s degree in Mathematics, Computer Science, Engineering, Statistics or other related fields",NA,0,0,0,0,0,0,NA,"https://www.glassdoor.com/Job/singapore-data-science-jobs-SRCH_IL.0,9_IC3235921_KO10,22_IP2.htm",Data science jobs in Singapore,data scientist,Data Science,NA,Two or less years,Singapore,Min_Master
75,Thimani,13/8/2020,24/7/2020,Associate Data Analyst,"Gensuite, LLC",1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1-3,Bengaluru,India,"Bachelors degree in information systems/computer science, with course work in database management, and computer-related training.",NA,0,0,0,0,0,0,NA,"https://www.glassdoor.com/Job/india-data-scientist-jobs-SRCH_IL.0,5_IN115_KE6,20_IP2.htm",Data science jobs in india,associate data analyst,Data Analyst,1,Two or less years,India,Min_Bsc
76,Thimani,13/8/2020,1/8/2020,Data Scientist,GenieTalk Pvt Ltd,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,Indore,India,Bachelor’s degree or higher in a technical field of study,NA,0,0,0,0,0,0,NA,"https://www.glassdoor.com/Job/india-data-scientist-jobs-SRCH_IL.0,5_IN115_KE6,20_IP2.htm",Data science jobs in india,data scientist,Data Science,NA,Two or less years,India,Min_Bsc
77,Thimani,13/8/2020,30/7/2020,Data Scientist,Eyeota Pte Ltd,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,2+,Pune,India,Master/Bachelors in computer science or engineering,NA,0,0,0,0,0,0,NA,"https://www.glassdoor.com/Job/india-data-scientist-jobs-SRCH_IL.0,5_IN115_KE6,20_IP2.htm",Data science jobs in india,data scientist,Data Science,2,Two or less years,India,Min_Bsc
78,Thimani,13/8/2020,12/8/2020,Data Scientist,Tata Communications Limited,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA,3-5,Mumbai,India,"Bachelor’s Degree in quantitative disciplines (e.g., Engineering, Statistics, Computer Science)",NA,0,0,0,0,0,0,NA,"https://www.glassdoor.com/Job/india-data-scientist-jobs-SRCH_IL.0,5_IN115_KE6,20_IP2.htm",Data science jobs in india,data scientist,Data Science,3,More than 2 and less than 5 years,India,Min_Bsc
79,Thimani,13/8/2020,1/8/2020,Predictive Analytics & Modeling-Data Science,Accenture Ltd,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,13-18,Bengaluru,India,Any Graduation,NA,0,0,0,0,0,0,NA,"https://www.glassdoor.com/Job/india-data-scientist-jobs-SRCH_IL.0,5_IN115_KE6,20_IP2.htm",Data science jobs in india,predictive analytics & modeling data science,Data Science,13,More than 10 years,India,Other
80,Thimani,13/8/2020,12/8/2020,Senior Data Scientist and Machine Learning Engineer,"McAfee, Inc",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,5+,Bengaluru,India,"advanced degree in Computer Science, Mathematics, Machine Learning, Operation Research, and Statistics or equivalent expertise.",NA,0,0,0,0,0,0,NA,"https://www.glassdoor.com/Job/india-data-scientist-jobs-SRCH_IL.0,5_IN115_KE6,20_IP2.htm",Data science jobs in india,senior data scientist and machine learning engineer,Data Science and Data Engineering,NA,Two or less years,India,Some Degree
81,Thimani,13/8/2020,7/8/2020,Quality Systems Data Science Engineer,Mercury Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"SPC and ANOVA,QCCalc, Minitab",2,Fond Lu,USA,Master’s degree in industrial engineering or manufacturing engineering,"$78,500",0,0,0,0,0,0,NA,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=Data+science&locT=N&locId=1&jobType=&context=Jobs&sc.keyword=Data+science&dropdown=0,Data Science jobs in USA,quality systems data science engineer,Data Science and Data Engineering,2,Two or less years,United States,Min_Master
82,Thimani,13/8/2020,25/7/2020,Data Engineer,Chenega Corporation,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,4,Springfield,USA,"Bachelor’s Degree in Statistics, Mathematics, Computer Science or another quantitative field",NA,0,0,0,0,0,0,NA,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=data+science&locT=N&locId=1&jobType=&context=Jobs&sc.keyword=data+science&dropdown=0,Data Science jobs in USA,data engineer,Data Engineering,NA,Two or less years,United States,Min_Bsc
83,Thimani,13/8/2020,25/7/2020,Data Scientist,Figured Ltd,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,Auckland,New Zealand,Qualifications in maths and/or statistics and/or computer science,NA,0,0,0,0,0,0,NA,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=&locT=N&locId=186&jobType=&context=Jobs&sc.keyword=Data+science&dropdown=0,Data science jobs in NZ,data scientist,Data Science,NA,Two or less years,New Zealand,Other
84,Thimani,13/8/2020,12/7/2020,Data Scientist,PredictHQ Ltd,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"advanced statistical modelling, analytical programming",2,Auckland,New Zealand,Statistics/Mathematics/Computer Science background,NA,0,0,0,0,0,0,NA,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=&locT=N&locId=186&jobType=&context=Jobs&sc.keyword=Data+science&dropdown=0,Data science jobs in NZ,data scientist,Data Science,2,Two or less years,New Zealand,Other
85,Thimani,13/8/2020,29/7/2020,Data Science Consultant,Accenture Ltd,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,6+,Sydney,Australia,"Mathematics degree, Statistics, Computer Science, Physics, Bioinformatics or another quantitative field",NA,0,0,0,0,0,0,NA,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=&locT=N&locId=16&jobType=&context=Jobs&sc.keyword=Data+science&dropdown=0,Data Science jobs in Australia,data science consultant,Data Science,NA,Two or less years,Australia,Some Degree
86,Thimani,13/8/2020,21/7/2020,Data Scientist,"Affinity Solutions, Inc",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,data manipulation,NA,NY,USA,Advanced degree in Statistics/Mathematics/Computer Science/Economics or other fields that requires advanced training in data analytics.,NA,0,0,0,0,0,0,NA,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=&locT=C&locId=1132348&jobType=&context=Jobs&sc.keyword=Data+science&dropdown=0,Data Science jobs in USA,data scientist,Data Science,NA,Two or less years,United States,Some Degree
87,Thimani,13/8/2020,28/7/2020,Data Scientist,"International Financial Group, Inc",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,3+,NY,USA,"Bachelor’s degree in statistics, applied mathematics, or related discipline",NA,0,0,0,0,0,0,NA,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=&locT=C&locId=1132348&jobType=&context=Jobs&sc.keyword=Data+science&dropdown=0,Data Science jobs in USA,data scientist,Data Science,3,More than 2 and less than 5 years,United States,Min_Bsc
88,Thimani,13/8/2020,21/7/2020,Data Scientist,"Metron, Inc",1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Julia,2+,Colorado,USA,"BS or MS degree in Data Science, Data Analytics, Mathematics or related field",NA,0,0,0,0,1,0,NA,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=data+science&locT=N&locId=1&jobType=&context=Jobs&sc.keyword=data+science&dropdown=0,Data Science jobs in USA,data scientist,Data Science,2,Two or less years,United States,Min_Bsc
89,Thimani,13/8/2020,3/8/2020,Data Engineer,Wisconsin Physicians Service Insurance Corporation,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,Madison,USA,Bachelor's Degree in related field or equivalent post high school and/or related work experience,NA,0,0,0,0,1,0,NA,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=data+science&locT=N&locId=1&jobType=&context=Jobs&sc.keyword=data+science&dropdown=0,Data Science jobs in USA,data engineer,Data Engineering,NA,Two or less years,United States,Min_Bsc
90,Thimani,13/8/2020,18/7/2020,Research Data Supervisor,"F3EA Holdings, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,2,NA,USA,"Possess 12 semester or 18 quarter units course work in any combination of a data driven research-related field (e.g. economics, mathematics, psychology, sociology, demography, geography, anthropology, statistics, data science) or a research-related field.",NA,0,0,0,0,0,0,NA,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=data+science&locT=N&locId=1&jobType=&context=Jobs&sc.keyword=data+science&dropdown=0,Data Science jobs in USA,research data supervisor,Data Analyst,2,Two or less years,United States,Other
91,Thimani,13/8/2020,12/8/2020,Scientific Data Analyst,"ENSCO, Inc.",1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,NA,3+,Melbourne,Australia,"BS in Mathematics, Electrical Engineering, Computer Science, Physics, Acoustics, Geophysics, or related field.",NA,0,0,0,0,0,0,NA,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=data+science&locT=N&locId=1&jobType=&context=Jobs&sc.keyword=data+science&dropdown=0,Data Science jobs in Australia,scientific data analyst,Data Analyst,3,More than 2 and less than 5 years,Australia,Min_Bsc
92,Thimani,14/8/2020,7/8/2020,Data Scientist,Publishers Clearing House LLC,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,2-5,NY,USA,"Masters degree required in Machine Learning, Applied Math, Computer Science, Economics, Statistics, or a related quantitative field",NA,0,0,0,0,1,0,NA,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=data+science&locT=N&locId=1&jobType=&context=Jobs&sc.keyword=data+science&dropdown=0,Data Science jobs in USA,data scientist,Data Science,2,Two or less years,United States,Min_Master
93,Thimani,14/8/2020,12/8/2020,Project Manager - Data Science and Tooling,"Rose International, Inc",0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,NA,2+,Fremont,USA,"B.S. in engineering discipline, physics, or equivalent experience",NA,0,0,0,0,0,0,NA,"https://www.glassdoor.com/Job/us-data-science-jobs-SRCH_IL.0,2_IN1_KO3,15_IP3.htm",Data Science jobs in USA,project manager   data science and tooling,Data Science,2,Two or less years,United States,Min_Bsc
94,Thimani,14/8/2020,19/7/2020,Senior Data Analyst,"Driven Brands, Inc",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"linear/logistic regression, ANOVA, ARIMA, Clustering, time series",1-2,Charlotte,USA,"Bachelor’s Degree in Computer Science, Statistics, Advanced Analytics, Mathematics or relevant field",NA,0,0,0,0,0,0,NA,"https://www.glassdoor.com/Job/us-data-science-jobs-SRCH_IL.0,2_IN1_KO3,15_IP3.htm",Data Science jobs in USA,senior data analyst,Data Analyst,1,Two or less years,United States,Min_Bsc
95,Thimani,14/8/2020,21/7/2020,Senior Data Analyst,United Biosource Corporation,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2+,BlueBell,USA,"BS in a technical field (BI, Analytics, Data Science, IS, Computer Science, etc).",NA,0,0,0,0,0,0,NA,"https://www.glassdoor.com/Job/us-data-science-jobs-SRCH_IL.0,2_IN1_KO3,15_IP3.htm",Data Science jobs in USA,senior data analyst,Data Analyst,2,Two or less years,United States,Min_Bsc
96,Thimani,14/8/2020,29/7/2020,Data Scientist,Intellectual Ventures Management Llc,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,NA,NA,Bellevue,USA,NA,NA,0,0,0,0,0,0,NA,"https://www.glassdoor.com/Job/us-data-science-jobs-SRCH_IL.0,2_IN1_KO3,15_IP3.htm",Data Science jobs in USA,data scientist,Data Science,NA,Two or less years,United States,NA
97,Thimani,14/8/2020,21/7/2020,Data Scientist/Machine Learning,"Juniper Networks, Inc",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"anomaly detection, neural network",3+,Cupertino,USA,"MS or PhD in Computer Science, Electrical Engineering, Statistics, Applied Math or equivalent fields with strong mathematical background",NA,0,0,0,0,1,0,NA,"https://www.glassdoor.com/Job/us-data-science-jobs-SRCH_IL.0,2_IN1_KO3,15_IP3.htm",Data Science jobs in USA,data scientist machine learning,Data Science,3,More than 2 and less than 5 years,United States,Min_Master
