ID,Consultant,URL,Duplicate/Unique,Search_Term,DateRetrieved,DatePublished,Job_Field,Job_title,Company,Knowledge_in,Minimum Experience in Years,City,Location,Educational_qualifications,Payment Frequency,Currency,Salary,English Needed,English proficiency description,Additional_languages,AI,Natural_Language_Processing(NLP),Data_Pipelines,Machine_Learning,Deep Learning,Computer_vision,Data_visualization,Data_warehouse,BigData,Data_management,Data_mining,Data_science,Bayesian,Optimization,Numerical_Analysis,IOT,Data_translation,R,SAS,SPSS,Python,MAtlab,Scala,C#,Java,C++,C,Bash,Tensorflow,pyspark,YOLO,MS Word,Ms Excel,Ms Access,Ms PowerPoint,Spreadsheets,Google_Analytics,Microsoft Power BI,Tableau,D3,Qlik,KNIME,Spotfire,Linux/Unix,OLE/DB,SQL,NoSQL,RDBMS,Oracle,MySQL,MongoDB,MPP_Platforms,SPL,Alteryx,Spark,Kafka,Hadoop,Pig,Hive,Map/Reduce,Impala,Storm,Google_Cloud,AWS,cloud_storage,S3,Redshift,DigitalOcean,Teradata,Solr,Elasticsearch,Presentation_Skills,Communication,Problem_Solving,Team_Handling,agile execution,Data_marketing,SEO,graphics_and_design_skills,Content_Management,Economic,Finance_Knowledge,Investment_Knowledge,Debtor_reconcilation,Payroll_management,Flash_Actionscript,web_design_and_development_tools,Wordpress,PHP,Javascript,Web_Analytic_tools
81,Rashmini,https://www.linkedin.com/jobs/view/associate-engineer-analytics-and-data-science-at-lseg-london-stock-exchange-group-2758160818/?utm_source=google_jobs_apply&trackingId=UUZhOhko9jcvYsI2DdorXg%3D%3D&refId=UUDT2H%2FPHx07EJWJj4mYxw%3D%3D&pageNum=0&utm_campaign=google_jobs_apply&position=6&trk=public_jobs_jserp-result_search-card&utm_medium=organic&originalSubdomain=lk,Unique,data science vacancies,11/9/2021,10/24/2021,Other,"Associate Engineer, Analytics and Data Science",London Stock Exchange Group,Understand and analyze various datasets and provide insights to customers; Develop data analytics tools and dashboards,NA,Colombo,Sri Lanka,BSc in Computer Science ; BSc in Information Technology,NA,NA,NA,0,NA,NA,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Rashmini,https://jobs.smartrecruiters.com/SanaCommerce/743999784576607-associate-data-analyst?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Unique,data science vacancies,11/9/2021,11/8/2021,E commerce,Associate Data Analyst,ISM APAC (Pvt) Ltd,Experience with data modeling; Knowledge and experience using data analysis and visualization tools,2,Colombo,Sri Lanka,,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Rashmini,https://www.linkedin.com/jobs/view/data-analyst-enterprise-analytics-at-wiley-sri-lanka-2731128907/?utm_source=google_jobs_apply&trackingId=Qg1ICVyY7KgPGT3bEAJpEQ%3D%3D&refId=yd6x8jrEphxeujAePFJ2fg%3D%3D&pageNum=0&utm_campaign=google_jobs_apply&position=6&trk=public_jobs_jserp-result_search-card&utm_medium=organic&originalSubdomain=lk,Unique,data science vacancies,11/9/2021,11/8/2021,Information Technology,Data Analyst - Enterprise Analytics,Wiley Sri Lanka,"understand and propose solutions and approaches to analytic requirements; solid understanding of Data Modeling, Evaluating Data Sources, and strong understanding of Data Warehouse/Data Mart Design, ETL, BI, OLAP, Client/Server applications",3,Colombo,Sri Lanka,BSc in Information management; BSc in Information Technology; BSc in Computer Science; MSc in Information management; MSc in Information Technology; MSc in Computer Science,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Rashmini,https://xpress.jobs/Jobs/View/77988/expert-data-analyst-dialog-axiata-plc?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Unique,data science vacancies,11/9/2021,10/30/2021,Telecommunication,Expert Data Analyst,Dialog Axiata PLC,Development of statistical & machine learning models (supervised/unsupervised) ; Design & develop data workflows,7,Colombo,Sri Lanka,Degree in Engineering / IT specializing in computer science/statistics; Professional certifications in Data Science,NA,NA,NA,0,NA,NA,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Rashmini,https://www.linkedin.com/jobs/view/senior-data-analyst-at-sydpro-sri-lanka-2751777357/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic&originalSubdomain=lk,Unique,data science vacancies,11/9/2021,10/28/2021,Other,Senior Data Analyst,Sydpro (Pvt) Ltd,"Data Analytics/ BI Engineering; Strong knowledge of statistics and experience using statistical packages for analyzing datasets ; Technical expertise regarding data models, database design development, data mining and segmentation techniques",NA,Colombo,Sri Lanka,BSc in Statistics; BSc in Computer Science;BSc in Information Technology,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Rashmini,https://www.linkedin.com/jobs/view/2787115798/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=Ufz%2FpxiY85MLcwc8%2FJtB0w%3D%3D&trackingId=GphoaslSRcjI43hnDFxIDA%3D%3D&trk=flagship3_search_srp_jobs,Unique,vacancies for statistics graduates,11/10/2021,11/5/2021,E commerce,Associate Data Analyst,ISM APAC (Pvt) Ltd,Knowledge and experience using data analysis and visualization tools; Experience with data modeling,2,Colombo,Sri Lanka,BSc. in Economics; BSc. in Business Administration;BSc. in Econometrics;BSc. in Mathematics;BSc. in Computer Science;BSc. in IT;MSc. in Economics; MSc. in Business Administration;MSc. in Econometrics;MSc. in Mathematics;MSc. in Computer Science;MSc. in IT,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Rashmini,https://www.linkedin.com/jobs/view/2790522993/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SKILL_ASSESSMENTS&refId=JjuSW2ztTomeMTCDbQ8W7Q%3D%3D&trackingId=5o0jeM%2B90h9aHuxEEFpf1Q%3D%3D&trk=flagship3_search_srp_jobs,Unique,vacancies for statistics graduates,11/10/2021,11/3/2021,Other,Junior Quantitative Analyst,Cobblestone Energy,"Strong quantitative and analytics background, including statistics, optimization, simulation, and data analysis",NA,Dubai,UAE,A in A level Mathematics. Must have studied Mathematics at A level.,Annual,USD,"50,000",0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Rashmini,https://www.linkedin.com/jobs/view/2751143049/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=Ufz%2FpxiY85MLcwc8%2FJtB0w%3D%3D&trackingId=HbLgC0pZzRcArXYwVjOaMQ%3D%3D&trk=flagship3_search_srp_jobs,Unique,vacancies for statistics graduates,11/10/2021,10/11/2021,Other,Data Scientist,ADA Sri Lanka,"Good understanding in applied statistics such as distributions, statistical testing, and regression.",2,Colombo,Sri Lanka,BSc. in Engineering; BSc. in Statistics;BSc. in Mathematics;BSc. in Computer Science;BSc. in IT;BSc. in Engineering; BSc. in Statistics;MSc. in Mathematics;MSc. in Computer Science;MSc. in IT,NA,NA,NA,0,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Rashmini,https://www.glassdoor.com/partner/jobListing.htm?pos=107&ao=1136043&s=58&guid=0000017d100ce14187865e72153860a5&src=GD_JOB_VIEW&t=SR&vt=w&uido=526FD492E6A5741602A48AD394E83CE4&cs=1_3e757101&cb=1636651819647&jobListingId=1007424207774&jrtk=3-0-1fk80pobgu292801-1fk80pobvu1fl800-fda6d562d142a38a-,Duplicate,data analyst jobs,11/10/2021,10/2/2021,Information Technology,Senior Financial Analyst,Ingram Micro,ERP systems and financial reporting tools; commercial analysis/financial modeling,2,Florida,USA,BA degree in Finance,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90,Rashmini,"https://receptix.us/applyjob.php?src=Y2FyZWVyamV0&ju=aHR0cDovL2pvYnZpZXd0cmFjay5jb20vZW4tdXMvam9iLTFiMWU0MTdlNWY0NDJkMWI1NDFkNGUwNjFiMTI0ZTI2MGI0MTE4MTExYTA3Mjg2OTQ4NWU0NDBhMGExZDU0NTQ2MTBkMDkwZDE3MTQxMTIyMjQxYTA2MTQ1ODRhNTAwZDZjMGEwZTAyNWUwNzU0NjEzYjEzNGUyNjBiNDExODExMWEwNzI4N2I1YzU0NDAwMTAxMWEwNzM1NGUwMjA0MTgxZDEzNjQxMTQ2NWM1MTQwL2RmN2QxYjQwN2JkNThkNTJjMTVmNTBkNzA0YTVjMDIwLmh0bWw/YWZmaWQ9MzNmYjIyNTI1MzFkNzAxMjM4YzJmYjg5ODFiNWZkYzE=&cmp=aHR0cDovLy91cy9kYXRhLWludGVncmF0aW9uLWFuZC1pbnRlZ3JpdHktc29mdHdhcmUtdW5pdGVkLXN0YXRlcy1qb2JzLWluLXVuaXRlZC1zdGF0ZXM/YXM9MiZtbj0yJmc9MjI5&city=United%20States%20-%20US&company=Johns%20Hopkins%20Medicine&jobtitle=Sr.%20Business%20Analyst%20(Program%20and%20Payment%20Integrity)&date=Wed,%2027%20Oct%202021%2006:51:55%20GMT&hit=a",Unique,data analyst jobs,11/10/2021,10/27/2021,Health,Senior Business Analyst (Program and Payment Integrity),Johns Hopkins Medicine,"Strong knowledge of software implementation / development life cycle; Functional understanding of health care claim data sets such as ICD-10, CPT and HCPC; extensive, strong familiarity with healthcare processes, systems, and terminology; Comprehensive understanding of reimbursement methodologies and acceptable billing practices",5,NA,USA,Bsc. in in Business;Bsc. in HealthCare Management or related field,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Rashmini,"https://receptix.us/applyjob.php?src=Y2FyZWVyamV0&ju=aHR0cDovL2pvYnZpZXd0cmFjay5jb20vZW4tdXMvam9iLTRjNGU0MTY5NGMxMDBlNGU3NDE3NDkwNjA2MTUwNzE0MTEyMjMzMGQwNjAwNWE0YTQ5NDQ0YzA4NGYyYTQ2MDA0MTYxM2IwMjA3MDIwYjU0MWQxYjFkNzE2ZTRhNDk0YzJmMjMwYTAxNTQwNDQxMTcwMTAwMDI2NjU3MTA0MjVlNTkvODI1MGIxYzhhOTNiZDQ0YTU5NGQ4ODFiNDM3NTQ4NDYuaHRtbD9hZmZpZD0zM2ZiMjI1MjUzMWQ3MDEyMzhjMmZiODk4MWI1ZmRjMQ==&cmp=aHR0cDovLy91cy9kYXRhLWludGVncmF0aW9uLWFuZC1pbnRlZ3JpdHktc29mdHdhcmUtdW5pdGVkLXN0YXRlcy1qb2JzLWluLXVuaXRlZC1zdGF0ZXM/YXM9MiZtbj0yJmc9MjI5&city=United%20States%20-%20US&company=Oak%20Ridge%20National%20Laboratory&jobtitle=Geospatial%20Data%20Scientist&date=Sat,%2030%20Oct%202021%2022:54:30%20GMT&hit=a",Unique,data analyst jobs,11/10/2021,10/30/2021,Other,Geospatial Data Scientist,Oak Ridge National Laboratory,"knowledge of geospatial extensions to relational databases like PostGIS; algorithm optimization and algorithm benchmarking; software engineering tools and practices such as git, code reviews, integration testing, etc.; Familiarity with United States intelligence community mission space and national security objectives",2,NA,USA,M.S. or higher in applied mathematics;M.S. or higher in statistics;M.S. or higher in data science;M.S. or higher in computer science,NA,NA,NA,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Rashmini,https://jobs.smartrecruiters.com/IFS1/743999758730123-bi-reporting-analyst?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Unique,data analyst jobs,11/10/2021,10/1/2021,Information Technology,BI & Reporting Analyst,IFS Sri Lanka,"in program management or project management such as PRINCE2, PMP or similar; ITIL, ISO 20000, or a similar service delivery framework;modern ticket/service desk tooling such as ServiceNow, Jira Service Desk, or a similar tool; knowledge of basic cloud computing principles and technology",3,Colombo,Sri Lanka,"A formal qualification (degree, HND, etc.) in Computer Science, Information Technology or similar.",NA,NA,NA,1,Excellent,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Rashmini,https://xpress.jobs/Jobs/View/77788/data-analyst-nawaloka-hospitals-plc?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Unique,data analyst jobs,11/10/2021,10/25/2021,Health,Data Analyst,Nawaloka Hospital s PLC,Ability to interpret trends and patterns in complex data sets; Ability to convert concepts/ views/ideas to data/information; Familiar with database technologies,NA,Colombo,Sri Lanka,Appropriate Educational Qualifications,NA,NA,NA,1,Excellent,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Rashmini,https://careers.keells.com/GroupSite/job/Colombo-Data-Visualisation-Analyst/572211110/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Unique,data analyst jobs,11/10/2021,11/1/2021,Other,Senior Visualisation Analyst,John Keells Group,"Ability to convey information in a way that users can easily digest through good foundational knowledge of user-centered design, layout, color, typography, and iconography and clear understanding of content hierarchy.",5,Colombo,Sri Lanka,Degree in Computer Science;Degree in Engineering;Degree in Applied Mathematics or related fields,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Rashmini,https://jobsdirect.lk/jobs/trainee-data-analyst/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Unique,data analyst jobs,11/10/2021,11/5/2021,Other,Trainee Data Analyst,Don & Sons (Pvt) Ldtd,Creating reports using Microsoft Excel & MS Access; Proficiency with Microsoft Office,NA,Kelaniya,Sri Lanka,G.C.E O/L,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Rashmini,https://www.linkedin.com/jobs/view/2788371950/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=COMPANY_RECRUIT&refId=qt6Zyy3YyxW6SkdaYpcMLQ%3D%3D&trackingId=RdIgLJ%2FVO6fnR50VlY7R7g%3D%3D&trk=flagship3_search_srp_jobs,Unique,data science jobs,11/12/2021,11/11/2021,E commerce,Business Intelligence Analyst,Daraz,Strong analytical & quantitative skills suited to address key strategic areas of e-commerce operations; Data retrieval using Programming Languages,NA,Colombo,Sri Lanka,"BSc in Business Management; Any other recognized equal qualification in a quantitative subject - business intelligence, data science, mathematics, economics, quantitative finance, computer science or engineering",NA,NA,NA,1,Excellent,NA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
97,Rashmini,https://www.linkedin.com/jobs/view/2758160818/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=COMPANY_RECRUIT&refId=qt6Zyy3YyxW6SkdaYpcMLQ%3D%3D&trackingId=ChpnOmJ9q6mkF%2BrURwLxXA%3D%3D&trk=flagship3_search_srp_jobs,Unique,data science jobs,11/12/2021,11/11/2021,Other,"Associate Engineer, Analytics and Data Science",London Stock Exchange Group,Understand and analyze various datasets and provide insights to customers; Develop data analytics tools and dashboards,NA,Colombo,Sri Lanka,BSc. in Computer Science ;BSc. in Information Technology; bachelor’s degree from a recognized university or equivalent qualifications,NA,NA,NA,0,NA,NA,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Rashmini,https://www.linkedin.com/jobs/view/2710368883/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SKILL_ASSESSMENTS&refId=qt6Zyy3YyxW6SkdaYpcMLQ%3D%3D&trackingId=jbC34%2F8B%2F85g2UlmdnMc0Q%3D%3D&trk=flagship3_search_srp_jobs,Unique,data science jobs,11/12/2021,10/28/2021,E commerce,Strategy & Planning – Business Analyst,Daraz,"Combine marketing, onsite performance and other key metric data points and historical trends, with key insights from business teams into detailed and accurate Sales forecasts",2,Colombo,Sri Lanka,"Bachelors/Masters degree from a top university in a quantitative subject - business intelligence, data science, mathematics, economics, quantitative finance, computer science or engineering preferred.",NA,NA,NA,1,Fluent,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Rashmini,https://www.linkedin.com/jobs/view/2780719884/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=COMPANY_RECRUIT&refId=qt6Zyy3YyxW6SkdaYpcMLQ%3D%3D&trackingId=q%2BMLwfC8UVS2AS%2FrjPY5Vg%3D%3D&trk=flagship3_search_srp_jobs,Unique,data science jobs,11/12/2021,11/5/2021,Professional services,Data Engineer,Stax Colombo,Dive into structured and unstructured pools of data to identify patterns and relationships; Identify and build integrations between datasets to support complex analytics and reporting needs,2,Colombo,Sri Lanka,BSc. in Data Engineering;BSc. in Computer Science;BSc. in Data Science;MSc. in Data Engineering;MSc. in Computer Science;MSc. in Data Science,NA,NA,NA,0,NA,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Rashmini,https://www.indeed.com/viewjob?jk=a0d16c3171218fae&tk=1fk965ef3qekp800&from=serp&vjs=3,Unique,data science jobs,11/12/2021,11/7/2021,Manufacturing,Data Scientist,Adidas,"Proficiency in data science methods (including supervised techniques, unsupervised techniques, recommender systems)",5,Portland,USA,BSc. in Data Science;BSc. in Mathematics;BSc. in Statistics;MSc. in Data Science;MSc. in Mathematics;MSc. in Statistics; BSc. or Msc. in related technical discipline.,NA,NA,NA,1,Concise,NA,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Rashmini,https://www.indeed.com/viewjob?jk=c06e6776bec13016&tk=1fk965ef3qekp800&from=serp&vjs=3,Unique,data science jobs,11/12/2021,11/9/2021,Information Technology,Marketing & Sales Transformation Data Scientist,Lenovo,"Knowledgeable of statistical models (prediction, clustering, classification, etc.); Capability to build out data, algorithmic, and reporting infrastructures from the ground up",NA,Morrisville,USA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Rashmini,https://www.indeed.com/viewjob?jk=b671f77fb3e65fef&tk=1fk965ef3qekp800&from=serp&vjs=3,Unique,data science jobs,11/12/2021,11/11/2021,Manufacturing,Associate Data Scientist,NIKE,"Strong quantitative and analytics background, with experience in statistical modeling, and visualization; Data Engineering",1,Beaverton,USA,BSc in Mathematics;BSc in Statistics;BSc in any quantitative field,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Rashmini,https://www.indeed.com/viewjob?jk=bae3ae5bcc02766b&tk=1fk965ef3qekp800&from=serp&vjs=3,Unique,data science jobs,11/12/2021,10/12/2021,Information Technology,Data Scientist,TikTok,"root cause analysis; data modeling and statistical analysis techniques, including: hypothesis testing, model evaluation, and common regression and classification algorithms",NA,Los Angeles,USA,Bachelor's or Master's degree in Computer Science or related fields,NA,NA,NA,0,NA,NA,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Rashmini,https://www.naukri.com/job-listings-data-scientist-advanced-analytics-ibm-india-pvt-limited-bangalore-bengaluru-5-to-10-years-111121907932?src=seo_srp&sid=16366924203359901&xp=1&px=1,Unique,data science jobs,11/12/2021,11/11/2021,Information Technology,DATA SCIENTIST: ADVANCED ANALYTICS,IBM,"Quantum Computing; classical approaches to machine learning and linear algebra, including Support Vector Machine (SVM) for linear categorization and Singular Value Decomposition (SVD) ; Qiskit software",5,Bangalore,India,PhD/Masters in STEM-related fields,NA,NA,NA,1,Fluent,NA,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Rashmini,https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-bangalore-bengaluru-4-to-6-years-111121907565?src=seo_srp&sid=16366924203359901&xp=2&px=1,Unique,data science jobs,11/12/2021,11/11/2021,Information Technology,DATA SCIENTIST: ARTIFICIAL INTELLIGENCE,IBM,"solutioning covering data ingestion, data cleansing, ETL, data mart creation and exposing data for consumers; knowledge with one cluster manager like Cloudera Manager or Ambari",4,Bangalore,India,Any Graduate,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
